 Molecules IDs (A, B) at every time frame where the distance H_{A}O_{B} is less than 2.45 Angs 

 no. of trajectory at every 10 fs	molecule ID A	molecule ID B	distance O_{B}O_{A} (A)	distance H_{A}O_{B} (A)
          24         103         166   1.32523096       1.60856700    
          24         104         117   1.28948820       1.65031469    
          24         105         108  0.893914640       1.69340444    
          24         107         170   1.04769337       1.56835687    
          24         108         121   1.16000509       1.69271171    
          24         109         112   1.22042751       1.65019631    
          24         111         174  0.702699125       1.66007042    
          24         112         125   1.19854522       1.66053855    
          24         113         116   1.02034760       1.75779510    
          24         115         178   1.20597827       1.58940864    
          24         117         120  0.925606310       1.56504881    
          24         119         182  0.457370341       1.63855314    
          24         121         124   1.40280247       1.66433620    
          24         123         186   1.12129641       1.63909161    
          24         125         128   1.25035095       1.59377217    
          24         127         190   1.37343574       1.62144244    
          24         129         132   1.50869775       1.67530119    
          24         131         194   1.35794830       1.53750908    
          24         132         145   1.27448225       1.63142443    
          24         133         136  0.893934429       1.73291671    
          24         135         198  0.955383480       1.75054860    
          24         136         149   1.13342571       1.79475021    
          24         137         140   2.58160758       1.75681639    
          24         139         202  0.726100385       1.75386047    
          24         140         153   1.65931165       1.71006262    
          24         141         144   1.54057109       1.65752292    
          24         143         206   1.38713753       1.67632675    
          24         144         157  0.703977644       1.70929289    
          24         145         148  0.767308176       1.80679059    
          24         147         210  0.847909987       1.64476573    
          24         148         161   1.25354886       1.67380309    
          24         149         152   1.51483750       1.61518335    
          24         151         214   1.34738672       1.57833838    
          24         152         165   1.38236880       1.53621340    
          24         153         156   1.09999144       1.60895884    
          24         155         218   1.01832747       1.61473203    
          24         156         169   1.14256513       1.63268507    
          24         157         160  0.766663969       1.72788739    
          24         159         222   1.13191104       1.70481002    
          24         160         173   1.05737460       1.66808927    
          24         161         164   1.42817855       1.57329178    
          24         163         226   1.38520157       1.77545130    
          24         164         177   1.62219536       1.67375803    
          24         165         168   1.04713500       1.63476217    
          24         167         230  0.999607503       1.83216035    
          24         168         181  0.822615802       1.65191543    
          24         169         172   1.03010488       1.75880206    
          24         171         234   1.18967664       1.62595689    
          24         172         185   1.51064849       1.79904616    
          24         173         176   1.07464099       1.69852173    
          24         175         238  0.811122477       1.54791605    
          24         176         189   1.18462861       1.65890431    
          24         177         180   1.65970635       1.72162604    
          24         179         242  0.887598097       1.73881006    
          24         181         184  0.812635541       1.62175286    
          24         183         246   1.46719921       1.78663051    
          24         185         188   1.08166456       1.62681246    
          24         187         250   1.37112319       1.76945829    
          24         189         192   1.01433504       1.59294605    
          24         191         254   1.39418411       1.66047192    
          24         193         196   1.85720861       1.67780697    
          24         196         209   1.13227105       1.67365420    
          24         197         200   1.44817686       1.60484910    
          24         200         213   1.31476009       1.71952403    
          24         201         204   2.14637828       1.73703635    
          24         204         217   1.05643308       1.72201824    
          24         205         208   1.53848481       1.65767682    
          24         208         221  0.879781723       1.65579176    
          24         209         212   1.11996174       1.77866316    
          24         212         225   1.16295195       1.65001285    
          24         213         216   1.18115485       1.66258717    
          24         216         229  0.986749768       1.52654803    
          24         217         220  0.875420868       1.74296510    
          24         220         233   2.00673056       1.82341754    
          24         221         224  0.708316982       1.72333753    
          24         224         237   1.36998677       1.66216993    
          24         225         228   1.20903420       1.75246048    
          24         228         241  0.988679051       1.68429422    
          24         229         232   1.03749669       1.78131580    
          24         232         245   1.69706547       1.71697736    
          24         233         236   1.42589390       1.72322083    
          24         236         249   1.11809194       1.58014429    
          24         237         240   1.41982198       1.68975520    
          24         240         253  0.838483095       1.68814015    
          24         241         244  0.539234161       1.65886176    
          24         245         248   1.20977747       1.75654709    
          24         249         252   1.01880157       1.57790911    
          24         253         256   1.20622611       1.69633603    
          25           1           4   1.12357950       1.61754632    
          25           3          66  0.578129411       1.63317668    
          25           4          17  0.921165347       1.77566135    
          25           5           8   1.15313888       1.48874712    
          25           7          70   1.57609916       1.65056849    
          25           8          21  0.963548839       1.65737844    
          25           9          12  0.895018041       1.63057613    
          25          11          74   1.10167301       1.71741116    
          25          12          25   1.21518242       1.59882498    
          25          13          16  0.789811611       1.63738596    
          25          15          78  0.929011524       1.54861903    
          25          16          29  0.805531919       1.69274950    
          25          17          20   1.20304954       1.71163976    
          25          19          82   1.28451121       1.58866024    
          25          20          33   1.52570808       1.64719737    
          25          21          24  0.785194337       1.58661604    
          25          23          86   1.43742943       1.69893706    
          25          24          37   1.37983859       1.62198186    
          25          25          28   1.36273766       1.60110521    
          25          27          90   1.45464706       1.57993484    
          25          28          41  0.956478238       1.63018143    
          25          29          32  0.621513784       1.74287081    
          25          31          94   1.62656033       1.73531914    
          25          32          45   1.14145625       1.63331985    
          25          33          36   2.01029277       1.68489099    
          25          35          98  0.886619389       1.58755505    
          25          36          49   1.03352869       1.69554722    
          25          37          40   1.87026668       1.68224263    
          25          39         102   2.18232489       1.63928449    
          25          40          53   1.67375135       1.63561237    
          25          41          44  0.705178559       1.65818655    
          25          43         106   1.25610745       1.76220131    
          25          44          57  0.890904546       1.72234452    
          25          45          48   1.24222505       1.65068543    
          25          47         110  0.879499257       1.66405940    
          25          48          61  0.732848048       1.66991413    
          25          49          52   1.11759520       1.63858271    
          25          51         114   1.46430361       1.66826451    
          25          53          56  0.466704309       1.66046619    
          25          55         118  0.564031959       1.60082924    
          25          57          60  0.781042516       1.69359148    
          25          59         122   1.31724846       1.65007627    
          25          61          64   1.28526652       1.60238540    
          25          63         126   1.38578057       1.71476758    
          25          65          68   1.08085191       1.70832205    
          25          67         130  0.509722888       1.63005590    
          25          68          81  0.543215871       1.68336654    
          25          69          72  0.874545455       1.66368198    
          25          71         134  0.890564680       1.63979769    
          25          72          85   1.35885441       1.74613607    
          25          73          76  0.755543113       1.68428183    
          25          75         138   1.32047045       1.61722159    
          25          76          89  0.892975569       1.50320351    
          25          77          80  0.984325707       1.59531152    
          25          79         142   1.20761526       1.63032687    
          25          80          93  0.342755198       1.72865164    
          25          81          84  0.711841106       1.61754727    
          25          83         146   1.37551212       1.62048078    
          25          84          97   1.68993044       1.66032302    
          25          85          88   1.67442071       1.62514937    
          25          87         150   1.01701093       1.49623537    
          25          88         101   1.22591150       1.58171785    
          25          89          92   1.39820135       1.63546836    
          25          91         154  0.931858361       1.59441805    
          25          92         105   1.14027500       1.75393462    
          25          93          96   1.03000331       1.57117677    
          25          95         158   1.41951478       1.63086832    
          25          96         109   1.31481290       1.62123632    
          25          97         100   1.57975447       1.74171448    
          25          99         162  0.526858747       1.69616318    
          25         100         113  0.920744181       1.66436505    
          25         101         104   1.39891911       1.60337543    
          25         103         166   1.40471280       1.66407478    
          25         104         117   1.35352647       1.75923097    
          25         105         108  0.834718645       1.70166600    
          25         107         170   1.09099066       1.59635592    
          25         108         121   1.11409450       1.65910113    
          25         109         112   1.30615830       1.67554653    
          25         111         174  0.725474358       1.67560458    
          25         112         125   1.20748556       1.60605741    
          25         113         116   1.03743315       1.73875749    
          25         115         178   1.30625820       1.60401618    
          25         117         120   1.00532031       1.70257163    
          25         119         182  0.483361572       1.68203652    
          25         121         124   1.34591079       1.62538826    
          25         123         186   1.11258650       1.68216741    
          25         125         128   1.28167593       1.69252872    
          25         127         190   1.38844740       1.66753614    
          25         129         132   1.47785509       1.71836889    
          25         131         194   1.25793278       1.60058796    
          25         132         145   1.21536386       1.64613760    
          25         133         136  0.828162551       1.74872446    
          25         135         198  0.958763123       1.69617188    
          25         136         149   1.11372793       1.70958543    
          25         137         140   2.53212595       1.76619208    
          25         139         202  0.686280131       1.75725067    
          25         140         153   1.62638938       1.66173089    
          25         141         144   1.52924943       1.65561533    
          25         143         206   1.38149989       1.65048468    
          25         144         157  0.674537420       1.66157722    
          25         145         148  0.717514277       1.77793252    
          25         147         210  0.844119072       1.69237995    
          25         148         161   1.18032563       1.55835831    
          25         149         152   1.52537274       1.67686689    
          25         151         214   1.33902025       1.64078927    
          25         152         165   1.32937527       1.62765253    
          25         153         156   1.06685936       1.56858993    
          25         155         218  0.913402736       1.63748300    
          25         156         169   1.02368259       1.65146673    
          25         157         160  0.760685980       1.80259657    
          25         159         222   1.15970278       1.67217088    
          25         160         173   1.04907429       1.66064000    
          25         161         164   1.40298176       1.61251795    
          25         163         226   1.27811956       1.76408601    
          25         164         177   1.56032503       1.62028778    
          25         165         168  0.986254215       1.64800215    
          25         167         230  0.982271731       1.72454381    
          25         168         181  0.828962028       1.65446186    
          25         169         172  0.906124830       1.74542403    
          25         171         234   1.12175238       1.62316084    
          25         172         185   1.46042836       1.76365566    
          25         173         176  0.991298854       1.75451314    
          25         175         238  0.748943329       1.53215063    
          25         176         189   1.18650997       1.71665514    
          25         177         180   1.52000594       1.63772058    
          25         179         242  0.878380895       1.65468168    
          25         181         184  0.855367899       1.63644326    
          25         183         246   1.49040055       1.77674317    
          25         185         188   1.11913753       1.70023453    
          25         187         250   1.38002813       1.69877231    
          25         189         192   1.10749066       1.56410789    
          25         191         254   1.34470916       1.69685388    
          25         193         196   1.88203204       1.62809122    
          25         196         209   1.09948921       1.71676564    
          25         197         200   1.51013315       1.65575981    
          25         200         213   1.36381555       1.70578635    
          25         201         204   2.18724728       1.77103686    
          25         204         217   1.07556105       1.68290341    
          25         205         208   1.59932435       1.65072334    
          25         208         221  0.904823184       1.64792466    
          25         209         212   1.11694562       1.72683835    
          25         212         225   1.22785163       1.65088332    
          25         213         216   1.19090390       1.67325091    
          25         216         229  0.991434336       1.55943203    
          25         217         220  0.736790895       1.73289168    
          25         220         233   1.84881413       1.68773091    
          25         221         224  0.635703325       1.74438655    
          25         224         237   1.27130747       1.70088422    
          25         225         228   1.29450548       1.76013017    
          25         228         241  0.981272340       1.63817799    
          25         229         232  0.986132026       1.74930835    
          25         232         245   1.69274426       1.68743730    
          25         233         236   1.42416954       1.73506641    
          25         236         249   1.23743546       1.60200727    
          25         237         240   1.42102766       1.74470913    
          25         240         253  0.950142324       1.68895805    
          25         241         244  0.495814592       1.63355494    
          25         245         248   1.28590298       1.80471766    
          25         249         252   1.06336081       1.57674205    
          25         253         256   1.28739285       1.72837925    
          26           1           4   1.07037961       1.58338881    
          26           3          66  0.547807872       1.64390337    
          26           4          17  0.883047760       1.84460843    
          26           5           8   1.19960809       1.51385057    
          26           7          70   1.60844481       1.62083995    
          26           8          21   1.04130375       1.74336386    
          26           9          12  0.884572327       1.66735041    
          26          11          74   1.13260233       1.79783988    
          26          12          25   1.21088028       1.64801526    
          26          13          16  0.724485755       1.69284725    
          26          15          78   1.00415981       1.66746092    
          26          16          29  0.718532622       1.70533490    
          26          17          20   1.20896101       1.72172499    
          26          19          82   1.23775756       1.54226911    
          26          20          33   1.48764646       1.66157448    
          26          21          24  0.892240047       1.57585561    
          26          23          86   1.48571849       1.69601023    
          26          24          37   1.45375180       1.70722020    
          26          25          28   1.33434629       1.60413861    
          26          27          90   1.42081869       1.57465005    
          26          28          41  0.868904114       1.50478303    
          26          29          32  0.575412989       1.68813550    
          26          31          94   1.62887776       1.84330535    
          26          32          45   1.15649891       1.66741621    
          26          33          36   1.93864286       1.65183318    
          26          35          98  0.783619821       1.63102853    
          26          36          49  0.984114707       1.61653769    
          26          37          40   1.82520056       1.64550924    
          26          39         102   2.27484798       1.72417331    
          26          40          53   1.55055296       1.59922886    
          26          41          44  0.652311027       1.65085959    
          26          43         106   1.22493696       1.80904222    
          26          44          57  0.925783038       1.70638716    
          26          45          48   1.24896276       1.69055450    
          26          47         110  0.880295455       1.67821324    
          26          48          61  0.743586838       1.63542426    
          26          49          52   1.06245029       1.63277566    
          26          51         114   1.44141102       1.64680398    
          26          53          56  0.429720223       1.63642859    
          26          55         118  0.642782927       1.63814688    
          26          57          60  0.822758675       1.63137615    
          26          59         122   1.28268766       1.67368472    
          26          61          64   1.26174390       1.68033898    
          26          63         126   1.37729931       1.71807635    
          26          65          68   1.01368260       1.69940341    
          26          67         130  0.553248107       1.63482404    
          26          68          81  0.473477155       1.60766160    
          26          69          72  0.793775976       1.62607586    
          26          71         134  0.877181768       1.60943139    
          26          72          85   1.40921235       1.73117852    
          26          73          76  0.835745156       1.66776657    
          26          75         138   1.23265994       1.67297494    
          26          76          89  0.900991797       1.64061892    
          26          77          80   1.00360727       1.64022112    
          26          79         142   1.23731971       1.61205649    
          26          80          93  0.349345922       1.73744273    
          26          81          84  0.642421186       1.69801712    
          26          83         146   1.42222703       1.63907444    
          26          84          97   1.65666449       1.67577112    
          26          85          88   1.73580444       1.71933436    
          26          87         150   1.06416357       1.57702637    
          26          88         101   1.18858385       1.61553860    
          26          89          92   1.34273100       1.62415683    
          26          91         154  0.961111963       1.65729380    
          26          92         105   1.13697875       1.71193588    
          26          93          96  0.984720528       1.61044693    
          26          95         158   1.34078765       1.59789276    
          26          96         109   1.32708013       1.62864363    
          26          97         100   1.51959229       1.76120484    
          26          99         162  0.479359239       1.62532723    
          26         100         113  0.904714167       1.70135117    
          26         101         104   1.41425288       1.58699524    
          26         103         166   1.46343303       1.65499616    
          26         104         117   1.46519887       1.69704115    
          26         105         108  0.786678135       1.71004379    
          26         107         170   1.12432432       1.68446231    
          26         108         121   1.03854072       1.66395235    
          26         109         112   1.33040762       1.71795285    
          26         111         174  0.803580284       1.65806484    
          26         112         125   1.19274724       1.65020204    
          26         113         116   1.02532530       1.69132137    
          26         115         178   1.43866086       1.69807792    
          26         117         120   1.09433234       1.65660262    
          26         119         182  0.459522635       1.64723670    
          26         121         124   1.26530981       1.64933896    
          26         123         186   1.15043283       1.63909614    
          26         125         128   1.30229950       1.72122073    
          26         127         190   1.45985532       1.70875704    
          26         129         132   1.47143447       1.61709905    
          26         131         194   1.17437911       1.61282229    
          26         132         145   1.20039022       1.62524986    
          26         133         136  0.811760068       1.82298350    
          26         135         198  0.969706357       1.75410128    
          26         136         149   1.10465777       1.64777970    
          26         137         140   2.44534302       1.78029299    
          26         139         202  0.743417978       1.75549161    
          26         140         153   1.57770216       1.60030866    
          26         141         144   1.57253361       1.68740952    
          26         143         206   1.39399743       1.58775091    
          26         144         157  0.723535120       1.70239532    
          26         145         148  0.728668928       1.68688321    
          26         147         210  0.852052689       1.66342163    
          26         148         161   1.09262598       1.60867572    
          26         149         152   1.53358233       1.66181254    
          26         151         214   1.34850001       1.59512544    
          26         152         165   1.31256652       1.62458217    
          26         153         156   1.03915846       1.63254392    
          26         155         218  0.843208909       1.51643670    
          26         156         169  0.908220947       1.64808679    
          26         157         160  0.827178061       1.80630469    
          26         159         222   1.16041803       1.69788229    
          26         160         173   1.10235190       1.60012484    
          26         161         164   1.35043430       1.64620471    
          26         163         226   1.16130662       1.65859091    
          26         164         177   1.52526045       1.66002822    
          26         165         168  0.915832520       1.63436234    
          26         167         230  0.973351955       1.69517314    
          26         168         181  0.763717115       1.63160634    
          26         169         172  0.764708161       1.73990285    
          26         171         234   1.07215500       1.61825538    
          26         172         185   1.45163751       1.68684411    
          26         173         176  0.920827568       1.73161173    
          26         175         238  0.744656861       1.56115139    
          26         176         189   1.19703543       1.66173911    
          26         177         180   1.42989469       1.60424364    
          26         179         242  0.851515889       1.70798779    
          26         181         184  0.879502535       1.65637290    
          26         183         246   1.52549505       1.75643265    
          26         185         188   1.15029407       1.69788241    
          26         187         250   1.47205722       1.63646793    
          26         189         192   1.19971955       1.65563262    
          26         191         254   1.30079567       1.73372614    
          26         193         196   1.94912541       1.63367069    
          26         196         209   1.08327174       1.77509809    
          26         197         200   1.54320240       1.65574086    
          26         200         213   1.39463508       1.66752768    
          26         201         204   2.21714187       1.79584527    
          26         204         217   1.08888125       1.73299181    
          26         205         208   1.57096267       1.58218193    
          26         208         221  0.905004859       1.65740418    
          26         209         212   1.04986548       1.74645329    
          26         212         225   1.20519865       1.64790916    
          26         213         216   1.18114161       1.63999641    
          26         216         229  0.929081678       1.60174108    
          26         217         220  0.593628347       1.75551772    
          26         220         233   1.64446509       1.72424316    
          26         221         224  0.589822531       1.68064713    
          26         224         237   1.15606713       1.74840844    
          26         225         228   1.31254327       1.75623310    
          26         228         241  0.979838610       1.70111299    
          26         229         232  0.845248878       1.70236290    
          26         232         245   1.64817500       1.66469455    
          26         233         236   1.36651134       1.72057104    
          26         236         249   1.33129799       1.62702072    
          26         237         240   1.41019189       1.72852719    
          26         240         253   1.01420951       1.75741816    
          26         241         244  0.470142156       1.61128402    
          26         245         248   1.36136425       1.81471622    
          26         249         252   1.10271358       1.61288071    
          26         253         256   1.29427421       1.66580248    
          27           1           4   1.11588228       1.60197031    
          27           3          66  0.520623147       1.61664450    
          27           4          17  0.920758188       1.82478654    
          27           5           8   1.20744717       1.61930561    
          27           7          70   1.62625217       1.70651865    
          27           8          21   1.07398403       1.62267220    
          27           9          12  0.789512217       1.64726996    
          27          11          74   1.17166269       1.77865613    
          27          12          25   1.16998136       1.67926383    
          27          13          16  0.695305645       1.72837198    
          27          15          78   1.08126557       1.70023835    
          27          16          29  0.658404589       1.70882046    
          27          17          20   1.20088124       1.72522867    
          27          19          82   1.26315904       1.54289579    
          27          20          33   1.41783440       1.64833689    
          27          21          24  0.946678460       1.64116633    
          27          23          86   1.49455738       1.66435957    
          27          24          37   1.53992319       1.72195721    
          27          25          28   1.34312224       1.69644868    
          27          27          90   1.36402953       1.59797037    
          27          28          41  0.810402274       1.51760614    
          27          29          32  0.556199908       1.63415945    
          27          31          94   1.61803699       1.79885066    
          27          32          45   1.14755821       1.65279269    
          27          33          36   1.84559393       1.65248001    
          27          35          98  0.700363517       1.62880850    
          27          36          49  0.929630101       1.60782814    
          27          37          40   1.77527750       1.59360349    
          27          39         102   2.34849453       1.79957104    
          27          40          53   1.42224550       1.60302889    
          27          41          44  0.661993146       1.76073778    
          27          43         106   1.16249764       1.73907399    
          27          44          57  0.988337576       1.70306253    
          27          45          48   1.27445507       1.65645945    
          27          47         110  0.905372381       1.72290468    
          27          48          61  0.780577958       1.57551515    
          27          49          52   1.03065002       1.71410000    
          27          51         114   1.37703919       1.68162882    
          27          53          56  0.416308731       1.71841550    
          27          55         118  0.774412572       1.58423710    
          27          57          60  0.811770797       1.63243067    
          27          59         122   1.23531282       1.65763724    
          27          61          64   1.23152113       1.72519517    
          27          63         126   1.35253954       1.75615621    
          27          65          68  0.926489949       1.67256546    
          27          67         130  0.611857712       1.63558924    
          27          68          81  0.472253978       1.63272738    
          27          69          72  0.720373571       1.59503508    
          27          71         134  0.869758487       1.60345352    
          27          72          85   1.38981104       1.73057735    
          27          73          76  0.927582681       1.55579650    
          27          75         138   1.15908170       1.63280904    
          27          76          89  0.889368832       1.65851438    
          27          77          80   1.03519666       1.70140111    
          27          79         142   1.25286341       1.70420563    
          27          80          93  0.348987460       1.66006565    
          27          81          84  0.674387097       1.64448631    
          27          83         146   1.46292758       1.63110602    
          27          84          97   1.60888922       1.66384470    
          27          85          88   1.73404610       1.70918548    
          27          87         150   1.16065586       1.65325117    
          27          88         101   1.13943172       1.58710527    
          27          89          92   1.21578920       1.57274616    
          27          91         154   1.02168894       1.61612689    
          27          92         105   1.09412825       1.66453063    
          27          93          96  0.916882277       1.54372859    
          27          95         158   1.30733848       1.45316267    
          27          96         109   1.30313134       1.67670131    
          27          97         100   1.42796290       1.74552786    
          27          99         162  0.372954458       1.63256478    
          27         100         113  0.882649243       1.73586833    
          27         101         104   1.41232443       1.66396892    
          27         103         166   1.49225223       1.63095617    
          27         104         117   1.52435529       1.74548483    
          27         105         108  0.775479615       1.67789209    
          27         107         170   1.14575982       1.73358345    
          27         108         121   1.04064763       1.72003579    
          27         109         112   1.31700981       1.68792510    
          27         111         174  0.909477949       1.71319270    
          27         112         125   1.16236544       1.70692229    
          27         113         116  0.998236477       1.69359553    
          27         115         178   1.53408611       1.61245966    
          27         117         120   1.16266358       1.66537702    
          27         119         182  0.418278545       1.74266493    
          27         121         124   1.22332478       1.59248006    
          27         123         186   1.26147103       1.70289886    
          27         125         128   1.32733691       1.72899139    
          27         127         190   1.49139333       1.74514163    
          27         129         132   1.46879482       1.66135764    
          27         131         194   1.15108359       1.58407629    
          27         132         145   1.13236856       1.75456202    
          27         133         136  0.731363058       1.80514526    
          27         135         198  0.981964469       1.70478666    
          27         136         149   1.05692041       1.79513323    
          27         137         140   2.38650060       1.65731454    
          27         139         202  0.800811827       1.68879616    
          27         140         153   1.52286363       1.61958897    
          27         141         144   1.62325907       1.72575772    
          27         143         206   1.38932943       1.60102713    
          27         144         157  0.796094298       1.67512155    
          27         145         148  0.725375175       1.71931362    
          27         147         210  0.928166568       1.68049383    
          27         148         161   1.04063022       1.66118371    
          27         149         152   1.57702994       1.64529467    
          27         151         214   1.33043742       1.61507893    
          27         152         165   1.32768548       1.57284844    
          27         153         156  0.994526505       1.66938138    
          27         155         218  0.824442685       1.56613517    
          27         156         169  0.806632817       1.62563658    
          27         157         160  0.836809814       1.73579037    
          27         159         222   1.16936755       1.69310164    
          27         160         173   1.09413075       1.61295927    
          27         161         164   1.29806852       1.61675847    
          27         163         226   1.06138527       1.60072517    
          27         164         177   1.50769663       1.62162542    
          27         165         168  0.891762316       1.62205386    
          27         167         230  0.970568597       1.64146316    
          27         168         181  0.759807289       1.69618225    
          27         169         172  0.663199365       1.67225969    
          27         171         234   1.04932535       1.61332273    
          27         172         185   1.48053265       1.69656658    
          27         173         176  0.824573159       1.66540146    
          27         175         238  0.774842024       1.55178547    
          27         176         189   1.12650633       1.57477498    
          27         177         180   1.42696106       1.61704600    
          27         179         242  0.814551651       1.61443567    
          27         181         184  0.893390954       1.65300703    
          27         183         246   1.53836262       1.69418287    
          27         185         188   1.18834186       1.72076941    
          27         187         250   1.54775488       1.67047441    
          27         189         192   1.23221898       1.71122122    
          27         191         254   1.28200126       1.69457889    
          27         193         196   2.03201008       1.63905907    
          27         196         209   1.09666800       1.74001670    
          27         197         200   1.54612601       1.68490613    
          27         200         213   1.38646531       1.62871742    
          27         201         204   2.17861176       1.73960924    
          27         204         217   1.04274952       1.72787118    
          27         205         208   1.53507555       1.63288093    
          27         208         221  0.947809935       1.67481470    
          27         209         212  0.944483161       1.71673703    
          27         212         225   1.14105880       1.59211993    
          27         213         216   1.14391637       1.65942633    
          27         216         229  0.834152043       1.61497998    
          27         217         220  0.476825356       1.68405354    
          27         220         233   1.51614571       1.68170512    
          27         221         224  0.567387640       1.62943852    
          27         224         237   1.07305038       1.73899388    
          27         225         228   1.31640196       1.66236031    
          27         228         241  0.968794525       1.67592466    
          27         229         232  0.722284734       1.63397253    
          27         232         245   1.60720682       1.62005043    
          27         233         236   1.33631623       1.67267227    
          27         236         249   1.39191616       1.73205495    
          27         237         240   1.40450954       1.70314240    
          27         240         253   1.02519739       1.69287241    
          27         241         244  0.445341855       1.65302801    
          27         245         248   1.37187302       1.86301339    
          27         249         252   1.10977018       1.59306908    
          27         253         256   1.26212013       1.65245962    
          28           1           4   1.23156798       1.68591130    
          28           3          66  0.546726763       1.65222943    
          28           4          17   1.00461042       1.75280488    
          28           5           8   1.19606578       1.68658018    
          28           7          70   1.62303698       1.71005392    
          28           8          21   1.10649621       1.58171701    
          28           9          12  0.711226642       1.60252953    
          28          11          74   1.19617724       1.80451453    
          28          12          25   1.11270392       1.66745329    
          28          13          16  0.710190952       1.79572177    
          28          15          78   1.15675187       1.81182170    
          28          16          29  0.610918701       1.68695033    
          28          17          20   1.20399535       1.64502108    
          28          19          82   1.24329185       1.60681927    
          28          20          33   1.40790093       1.70506942    
          28          21          24  0.941951394       1.64334595    
          28          23          86   1.52521086       1.63198400    
          28          24          37   1.51430237       1.73083067    
          28          25          28   1.34913409       1.65992951    
          28          27          90   1.29229379       1.64425671    
          28          28          41  0.783020198       1.53625631    
          28          29          32  0.574535012       1.64656878    
          28          31          94   1.55480647       1.79992092    
          28          32          45   1.13663208       1.59885204    
          28          33          36   1.79650557       1.69817197    
          28          35          98  0.712035179       1.67954707    
          28          36          49  0.951249003       1.61742127    
          28          37          40   1.72358286       1.61696374    
          28          39         102   2.40803766       1.69984829    
          28          40          53   1.36618960       1.54869771    
          28          41          44  0.617354989       1.71658373    
          28          43         106   1.09013581       1.65766180    
          28          44          57  0.979303360       1.66273963    
          28          45          48   1.26789749       1.65659845    
          28          47         110  0.954368472       1.69553006    
          28          48          61  0.820127726       1.66388106    
          28          49          52   1.03289652       1.60017180    
          28          51         114   1.33221304       1.62782300    
          28          53          56  0.426222920       1.63902736    
          28          55         118  0.867165148       1.59429240    
          28          57          60  0.782938838       1.60947108    
          28          59         122   1.16421890       1.72393060    
          28          61          64   1.25964451       1.66198075    
          28          63         126   1.30179751       1.66761136    
          28          65          68  0.870028555       1.70854425    
          28          67         130  0.583667874       1.67364764    
          28          68          81  0.477303565       1.67754233    
          28          69          72  0.720632017       1.60430920    
          28          71         134  0.884720623       1.68531704    
          28          72          85   1.38918245       1.67479622    
          28          73          76  0.960721314       1.65395057    
          28          75         138   1.14393294       1.53566480    
          28          76          89  0.868221462       1.62099719    
          28          77          80   1.09587348       1.75530374    
          28          79         142   1.28269839       1.62587571    
          28          80          93  0.356096894       1.56223297    
          28          81          84  0.692690849       1.71392286    
          28          83         146   1.52152729       1.65985775    
          28          84          97   1.52128124       1.64925301    
          28          85          88   1.66320157       1.62311661    
          28          87         150   1.24073899       1.67804718    
          28          88         101   1.03283942       1.65042722    
          28          89          92   1.15263140       1.60105824    
          28          91         154   1.05635047       1.63446045    
          28          92         105   1.05853748       1.70814276    
          28          93          96  0.876957953       1.62363958    
